Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
285,3,17.28,1,3,2,132
304,2,10.02,1,3,1,131
182,2,19.17,2,3,2,232
294,1,5.66,1,1,1,111
327,3,38.58,1,3,3,133
260,1,16.12,2,1,2,212
287,3,107.56,1,3,4,134
270,2,40.129999999999995,2,3,3,233
190,4,33.78,2,4,3,243
249,13,222.31,2,4,4,244
262,1,4.02,2,1,1,211
273,1,11.88,1,1,2,112
273,1,9.56,1,1,1,111
334,1,135.32999999999998,1,1,4,114
10,1,8.52,4,1,1,411
274,1,28.04,1,1,3,113
281,2,46.089999999999996,1,3,3,133
258,1,4.11,2,1,1,211
129,5,39.04,3,4,3,343
273,2,9.21,1,3,1,131
333,1,6.12,1,1,1,111
51,1,7.15,3,1,1,311
261,2,27.36,2,3,3,233
291,5,101.35,1,4,4,144
282,1,19.91,1,1,2,112
343,1,2.43,1,1,1,111
315,1,11.65,1,1,2,112
286,1,5.59,1,1,1,111
163,1,8.62,2,1,1,211
46,2,42.61,4,3,3,433
328,1,13.96,1,1,2,112
350,1,58.56,1,1,3,113
332,1,5.38,1,1,1,111
352,1,11.25,1,1,2,112
283,3,23.79,1,3,2,132
310,1,3.88,1,1,1,111
130,1,22.25,3,1,2,312
346,1,13.77,1,1,2,112
305,1,10.75,1,1,2,112
268,1,17.43,2,1,2,212
346,1,21.27,1,1,2,112
308,1,3.82,1,1,1,111
326,1,6.0,1,1,1,111
291,3,25.59,1,3,3,133
216,1,22.33,2,1,2,212
299,4,108.88000000000001,1,4,4,144
343,1,3.63,1,1,1,111
318,1,9.96,1,1,1,111
90,1,14.14,3,1,2,312
284,1,7.51,1,1,1,111
305,1,5.52,1,1,1,111
348,2,37.88,1,3,3,133
253,1,4.5,2,1,1,211
273,1,15.629999999999999,1,1,2,112
241,1,1.44,2,1,1,211
79,1,6.779999999999999,3,1,1,311
310,1,9.35,1,1,1,111
307,2,70.7,1,3,4,134
293,1,21.12,1,1,2,112
79,2,97.87,3,3,4,334
174,2,80.33,2,3,4,234
261,6,156.1,2,4,4,244
256,4,89.18,2,4,4,244
265,7,152.93,2,4,4,244
219,1,14.25,2,1,2,212
357,1,13.38,1,1,2,112
345,1,11.37,1,1,2,112
285,10,191.49,1,4,4,144
283,7,35.97,1,4,3,143
284,1,6.75,1,1,1,111
169,2,20.54,2,3,2,232
358,1,17.17,1,1,2,112
166,1,10.57,2,1,2,212
317,1,4.65,1,1,1,111
127,2,8.23,3,3,1,331
32,3,35.58,4,3,3,433
299,1,40.03,1,1,3,113
277,1,6.31,1,1,1,111
276,2,46.56,1,3,3,133
336,1,29.78,1,1,3,113
340,1,6.75,1,1,1,111
252,1,13.58,2,1,2,212
310,1,16.689999999999998,1,1,2,112
139,1,16.91,3,1,2,312
331,1,10.98,1,1,2,112
324,1,5.87,1,1,1,111
314,1,36.56,1,1,3,113
257,1,32.16,2,1,3,213
100,1,249.57999999999998,3,1,4,314
317,1,39.5,1,1,3,113
302,2,14.57,1,3,2,132
355,1,22.65,1,1,2,112
230,1,51.14,2,1,3,213
327,2,26.810000000000002,1,3,3,133
331,2,52.5,1,3,3,133
265,1,5.73,2,1,1,211
198,4,220.81,2,4,4,244
209,1,7.73,2,1,1,211
228,1,5.12,2,1,1,211
212,3,187.67000000000002,2,3,4,234
331,3,117.2,1,3,4,134
258,3,124.27999999999999,2,3,4,234
272,1,9.35,2,1,1,211
340,2,11.71,1,3,2,132
276,5,110.4,1,4,4,144
359,1,15.23,1,1,2,112
286,3,19.87,1,3,2,132
289,1,7.53,1,1,1,111
253,2,16.68,2,3,2,232
141,2,35.94,3,3,3,333
310,1,4.81,1,1,1,111
325,1,10.17,1,1,1,111
311,2,14.6,1,3,2,132
260,4,37.739999999999995,2,4,3,243
348,1,6.12,1,1,1,111
307,1,4.34,1,1,1,111
129,2,61.18,3,3,3,333
265,1,7.23,2,1,1,211
300,1,15.549999999999999,1,1,2,112
291,7,42.69,1,4,3,143
205,1,8.46,2,1,1,211
242,1,14.600000000000001,2,1,2,212
119,1,2.17,3,1,1,311
325,1,21.15,1,1,2,112
107,2,19.14,3,3,2,332
345,1,3.22,1,1,1,111
275,1,10.76,1,1,2,112
348,1,13.32,1,1,2,112
349,1,33.7,1,1,3,113
213,1,7.43,2,1,1,211
233,4,47.51,2,4,3,243
228,1,54.98,2,1,3,213
231,1,7.29,2,1,1,211
50,4,94.71000000000001,3,4,4,344
330,2,26.740000000000002,1,3,3,133
352,1,40.15,1,1,3,113
256,1,9.51,2,1,1,211
265,2,26.71,2,3,3,233
352,1,139.76999999999998,1,1,4,114
290,4,565.17,1,4,4,144
236,2,54.3,2,3,3,233
302,9,98.94,1,4,4,144
258,1,5.52,2,1,1,211
341,1,21.14,1,1,2,112
200,3,40.12,2,3,3,233
283,2,9.44,1,3,1,131
186,2,41.09,2,3,3,233
293,5,98.42999999999999,1,4,4,144
267,2,4.12,2,3,1,231
308,1,5.87,1,1,1,111
335,5,125.07,1,4,4,144
292,1,5.38,1,1,1,111
267,1,5.59,2,1,1,211
339,3,251.21,1,3,4,134
312,1,35.2,1,1,3,113
296,1,9.35,1,1,1,111
320,1,21.54,1,1,2,112
268,2,18.72,2,3,2,232
329,1,2.11,1,1,1,111
318,1,273.18,1,1,4,114
209,1,18.1,2,1,2,212
176,1,6.81,2,1,1,211
313,1,11.48,1,1,2,112
256,2,64.8,2,3,4,234
303,6,151.01,1,4,4,144
265,2,206.35,2,3,4,234
178,1,13.5,2,1,2,212
345,1,11.05,1,1,2,112
344,1,35.05,1,1,3,113
211,2,10.74,2,3,2,232
299,3,127.79,1,3,4,134
309,1,12.77,1,1,2,112
262,1,14.43,2,1,2,212
252,1,2.19,2,1,1,211
320,4,212.51,1,4,4,144
194,3,30.55,2,3,3,233
235,1,56.29,2,1,3,213
355,1,21.93,1,1,2,112
164,1,43.78,2,1,3,213
346,1,17.5,1,1,2,112
179,1,5.0,2,1,1,211
321,1,6.62,1,1,1,111
278,1,19.35,1,1,2,112
322,1,8.91,1,1,1,111
229,4,134.97,2,4,4,244
285,1,3.69,1,1,1,111
359,1,8.79,1,1,1,111
332,2,41.65,1,3,3,133
360,1,7.43,1,1,1,111
84,1,5.79,3,1,1,311
308,1,8.32,1,1,1,111
149,1,8.8,3,1,1,311
327,1,0.5,1,1,1,111
221,1,2.06,2,1,1,211
83,2,24.5,3,3,3,333
347,1,8.18,1,1,1,111
298,1,13.649999999999999,1,1,2,112
305,2,54.06,1,3,3,133
312,1,6.44,1,1,1,111
300,1,7.85,1,1,1,111
310,1,12.25,1,1,2,112
324,1,11.25,1,1,2,112
313,1,5.62,1,1,1,111
316,1,12.81,1,1,2,112
358,1,58.29,1,1,3,113
264,1,2.11,2,1,1,211
185,1,37.25,2,1,3,213
267,2,23.47,2,3,2,232
9,1,14.23,4,1,2,412
274,5,40.13,1,4,3,143
303,4,28.03,1,4,3,143
354,1,37.97,1,1,3,113
111,1,10.9,3,1,2,312
345,1,6.39,1,1,1,111
255,1,4.38,2,1,1,211
310,3,146.45,1,3,4,134
244,1,10.3,2,1,2,212
358,1,3.53,1,1,1,111
278,2,20.47,1,3,2,132
322,1,14.0,1,1,2,112
142,3,115.86,3,3,4,334
300,4,109.43,1,4,4,144
267,8,46.53,2,4,3,243
326,2,6.8,1,3,1,131
316,1,16.91,1,1,2,112
350,2,12.25,1,3,2,132
356,1,16.47,1,1,2,112
323,1,5.52,1,1,1,111
284,1,68.7,1,1,4,114
288,1,13.75,1,1,2,112
150,1,33.44,3,1,3,313
307,1,40.31,1,1,3,113
352,1,159.19,1,1,4,114
300,1,8.0,1,1,1,111
254,2,29.4,2,3,3,233
252,2,18.97,2,3,2,232
281,1,6.35,1,1,1,111
139,1,81.72,3,1,4,314
276,4,82.56,1,4,4,144
222,2,25.48,2,3,3,233
278,1,13.03,1,1,2,112
258,4,40.76,2,4,3,243
304,2,49.07000000000001,1,3,3,133
337,1,11.46,1,1,2,112
265,1,10.620000000000001,2,1,2,212
249,1,19.62,2,1,2,212
314,1,7.0,1,1,1,111
355,1,15.85,1,1,2,112
323,1,28.75,1,1,3,113
132,1,4.26,3,1,1,311
307,1,9.4,1,1,1,111
347,1,12.25,1,1,2,112
283,1,18.1,1,1,2,112
275,1,127.46000000000001,1,1,4,114
136,9,225.96,3,4,4,344
299,2,52.22,1,3,3,133
100,6,84.25,3,4,4,344
200,1,18.92,2,1,2,212
300,1,36.86,1,1,3,113
254,5,124.96,2,4,4,244
348,1,8.32,1,1,1,111
308,1,7.89,1,1,1,111
321,1,13.379999999999999,1,1,2,112
332,1,7.1,1,1,1,111
83,2,25.75,3,3,3,333
322,1,7.29,1,1,1,111
333,2,17.55,1,3,2,132
337,1,5.0,1,1,1,111
349,1,44.92,1,1,3,113
354,1,0.63,1,1,1,111
230,3,24.520000000000003,2,3,3,233
334,2,25.93,1,3,3,133
314,1,27.12,1,1,3,113
322,1,9.67,1,1,1,111
248,1,6.07,2,1,1,211
109,8,65.17999999999999,3,4,4,344
283,1,7.43,1,1,1,111
314,2,4.0,1,3,1,131
331,1,34.24,1,1,3,113
253,1,36.27,2,1,3,213
56,3,39.13,3,3,3,333
237,1,11.370000000000001,2,1,2,212
304,1,17.5,1,1,2,112
287,1,9.68,1,1,1,111
308,2,15.83,1,3,2,132
152,1,7.15,2,1,1,211
289,1,31.24,1,1,3,113
289,3,19.35,1,3,2,132
207,1,8.87,2,1,1,211
307,1,12.2,1,1,2,112
258,17,173.6,2,4,4,244
76,1,12.07,3,1,2,312
261,2,58.04,2,3,3,233
290,3,45.42,1,3,3,133
341,1,24.18,1,1,3,113
248,1,10.62,2,1,2,212
310,2,60.03,1,3,3,133
313,1,10.57,1,1,2,112
310,2,32.019999999999996,1,3,3,133
309,1,5.93,1,1,1,111
294,1,22.849999999999998,1,1,2,112
248,1,19.75,2,1,2,212
325,1,21.4,1,1,2,112
303,2,8.25,1,3,1,131
308,1,5.24,1,1,1,111
324,1,8.07,1,1,1,111
312,1,64.89,1,1,4,114
215,2,15.66,2,3,2,232
353,1,21.54,1,1,2,112
345,1,7.359999999999999,1,1,1,111
296,3,87.46000000000001,1,3,4,134
333,1,5.62,1,1,1,111
308,3,116.52000000000001,1,3,4,134
287,2,8.6,1,3,1,131
294,1,2.11,1,1,1,111
336,2,41.43,1,3,3,133
131,1,21.270000000000003,3,1,2,312
305,1,17.49,1,1,2,112
297,1,11.7,1,1,2,112
281,1,5.46,1,1,1,111
100,1,28.0,3,1,3,313
118,5,121.16,3,4,4,344
46,1,23.36,4,1,2,412
172,1,6.25,2,1,1,211
243,1,38.540000000000006,2,1,3,213
77,1,11.440000000000001,3,1,2,312
269,4,203.17000000000002,2,4,4,244
343,1,5.73,1,1,1,111
248,1,15.0,2,1,2,212
242,1,22.38,2,1,2,212
210,1,7.23,2,1,1,211
265,1,12.11,2,1,2,212
261,2,28.650000000000002,2,3,3,233
307,3,39.75,1,3,3,133
295,3,32.15,1,3,3,133
264,1,5.49,2,1,1,211
269,1,8.31,2,1,1,211
252,1,2.78,2,1,1,211
70,1,55.02,3,1,3,313
191,1,29.75,2,1,3,213
230,3,68.53,2,3,4,234
327,1,11.74,1,1,2,112
323,1,7.61,1,1,1,111
308,1,90.21,1,1,4,114
351,1,19.73,1,1,2,112
227,1,34.06,2,1,3,213
271,1,7.23,2,1,1,211
333,1,13.5,1,1,2,112
317,1,15.89,1,1,2,112
189,2,21.310000000000002,2,3,2,232
287,1,7.63,1,1,1,111
247,2,107.74,2,3,4,234
345,1,73.5,1,1,4,114
67,3,39.93,3,3,3,333
311,1,16.25,1,1,2,112
121,1,6.35,3,1,1,311
310,1,7.85,1,1,1,111
348,1,6.4,1,1,1,111
341,1,19.16,1,1,2,112
270,2,24.810000000000002,2,3,3,233
304,4,162.94,1,4,4,144
309,1,9.01,1,1,1,111
159,2,20.810000000000002,2,3,2,232
307,3,34.04,1,3,3,133
194,1,54.33,2,1,3,213
293,8,65.28,1,4,4,144
323,1,91.56,1,1,4,114
362,1,15.09,1,1,2,112
268,1,12.459999999999999,2,1,2,212
304,2,9.48,1,3,1,131
318,1,10.25,1,1,2,112
297,1,19.11,1,1,2,112
326,1,9.74,1,1,1,111
360,1,10.62,1,1,2,112
345,1,8.25,1,1,1,111
286,1,28.63,1,1,3,113
344,1,13.68,1,1,2,112
312,1,40.06,1,1,3,113
138,1,6.75,3,1,1,311
221,1,15.15,2,1,2,212
240,5,52.89,2,4,3,243
85,2,41.95,3,3,3,333
265,1,13.86,2,1,2,212
312,4,45.12,1,4,3,143
147,1,1.5,3,1,1,311
269,2,45.82,2,3,3,233
204,2,6.640000000000001,2,3,1,231
344,1,13.08,1,1,2,112
144,1,7.94,3,1,1,311
290,1,21.58,1,1,2,112
352,1,5.73,1,1,1,111
260,1,16.38,2,1,2,212
251,1,24.73,2,1,3,213
268,1,7.23,2,1,1,211
351,1,10.23,1,1,2,112
101,3,39.89,3,3,3,333
251,5,119.60000000000001,2,4,4,244
207,3,305.5,2,3,4,234
163,6,177.1,2,4,4,244
273,3,33.6,1,3,3,133
294,1,14.73,1,1,2,112
264,7,45.67,2,4,3,243
199,1,18.32,2,1,2,212
340,1,6.67,1,1,1,111
311,4,278.02,1,4,4,144
284,2,59.37,1,3,3,133
256,3,82.82,2,3,4,234
337,1,3.53,1,1,1,111
360,1,6.35,1,1,1,111
320,6,161.51,1,4,4,144
318,1,2.76,1,1,1,111
228,4,83.6,2,4,4,244
156,1,3.13,2,1,1,211
239,6,580.35,2,4,4,244
294,2,35.03,1,3,3,133
285,2,44.69,1,3,3,133
352,1,119.23,1,1,4,114
257,1,4.5,2,1,1,211
256,1,48.06,2,1,3,213
277,4,23.33,1,4,2,142
362,1,11.37,1,1,2,112
171,1,7.7,2,1,1,211
176,1,5.12,2,1,1,211
166,1,17.69,2,1,2,212
285,1,11.69,1,1,2,112
329,1,11.42,1,1,2,112
291,6,343.27,1,4,4,144
322,1,10.370000000000001,1,1,2,112
149,1,8.87,3,1,1,311
245,6,32.089999999999996,2,4,3,243
305,2,19.83,1,3,2,132
185,1,17.66,2,1,2,212
354,3,33.46,1,3,3,133
287,5,149.88,1,4,4,144
290,1,6.35,1,1,1,111
251,1,20.14,2,1,2,212
345,1,7.78,1,1,1,111
236,5,77.56,2,4,4,244
268,3,46.02,2,3,3,233
340,1,15.77,1,1,2,112
307,2,36.769999999999996,1,3,3,133
294,2,10.39,1,3,2,132
274,1,3.56,1,1,1,111
338,1,26.25,1,1,3,113
306,1,12.48,1,1,2,112
307,2,82.48,1,3,4,134
232,1,16.38,2,1,2,212
296,1,3.41,1,1,1,111
256,1,29.009999999999998,2,1,3,213
198,1,2.37,2,1,1,211
346,2,23.18,1,3,2,132
299,1,8.88,1,1,1,111
218,1,4.5,2,1,1,211
139,1,77.04,3,1,4,314
352,1,7.06,1,1,1,111
298,1,70.41,1,1,4,114
318,2,43.26,1,3,3,133
257,1,8.38,2,1,1,211
333,2,46.0,1,3,3,133
346,1,7.699999999999999,1,1,1,111
153,3,79.16,2,3,4,234
300,3,38.21,1,3,3,133
241,1,8.38,2,1,1,211
313,3,32.76,1,3,3,133
358,1,3.34,1,1,1,111
316,1,6.54,1,1,1,111
303,4,29.24,1,4,3,143
337,1,33.53,1,1,3,113
250,5,70.69,2,4,4,244
295,3,30.299999999999997,1,3,3,133
303,7,416.16,1,4,4,144
257,2,23.06,2,3,2,232
143,1,8.05,3,1,1,311
285,4,99.94,1,4,4,144
131,1,2.86,3,1,1,311
222,3,48.45,2,3,3,233
176,4,177.22,2,4,4,244
344,1,7.09,1,1,1,111
294,1,7.94,1,1,1,111
237,2,43.53,2,3,3,233
293,2,14.07,1,3,2,132
291,1,13.58,1,1,2,112
274,3,113.08,1,3,4,134
326,2,60.99,1,3,3,133
270,1,1.89,2,1,1,211
274,1,5.73,1,1,1,111
333,2,17.91,1,3,2,132
292,1,13.66,1,1,2,112
224,1,1.82,2,1,1,211
316,1,23.52,1,1,2,112
235,1,41.53,2,1,3,213
300,2,123.95,1,3,4,134
355,2,53.18,1,3,3,133
193,1,6.09,2,1,1,211
324,1,17.05,1,1,2,112
271,7,90.52,2,4,4,244
52,2,160.94,3,3,4,334
289,2,31.080000000000002,1,3,3,133
292,1,42.44,1,1,3,113
272,1,12.51,2,1,2,212
139,2,18.69,3,3,2,332
227,2,10.780000000000001,2,3,2,232
285,4,79.07,1,4,4,144
288,3,200.33,1,3,4,134
318,1,92.42,1,1,4,114
294,3,40.53,1,3,3,133
307,5,39.36,1,4,3,143
351,1,2.06,1,1,1,111
283,1,22.34,1,1,2,112
314,1,11.46,1,1,2,112
335,1,21.26,1,1,2,112
300,1,28.95,1,1,3,113
75,1,1.54,3,1,1,311
291,2,31.04,1,3,3,133
283,1,7.15,1,1,1,111
336,1,3.44,1,1,1,111
312,1,9.680000000000001,1,1,1,111
289,1,8.04,1,1,1,111
231,1,7.23,2,1,1,211
247,1,188.74,2,1,4,214
342,1,29.450000000000003,1,1,3,113
354,1,58.3,1,1,3,113
260,4,36.769999999999996,2,4,3,243
342,1,2.0,1,1,1,111
159,1,6.24,2,1,1,211
156,1,40.41,2,1,3,213
294,1,7.23,1,1,1,111
225,1,8.94,2,1,1,211
299,1,13.68,1,1,2,112
219,3,34.05,2,3,3,233
287,1,3.12,1,1,1,111
243,3,114.99,2,3,4,234
307,1,5.32,1,1,1,111
288,1,5.73,1,1,1,111
266,1,5.73,2,1,1,211
339,1,4.83,1,1,1,111
298,2,30.33,1,3,3,133
355,1,6.13,1,1,1,111
285,1,12.0,1,1,2,112
305,5,108.91,1,4,4,144
309,3,186.13,1,3,4,134
310,1,32.38,1,1,3,113
334,1,64.94,1,1,4,114
183,2,36.19,2,3,3,233
322,2,8.17,1,3,1,131
306,2,26.130000000000003,1,3,3,133
261,2,40.81,2,3,3,233
169,1,11.86,2,1,2,212
250,1,12.38,2,1,2,212
344,1,41.45,1,1,3,113
164,2,59.879999999999995,2,3,3,233
78,1,544.79,3,1,4,314
310,1,13.63,1,1,2,112
217,4,106.15,2,4,4,244
316,1,9.58,1,1,1,111
315,1,42.91,1,1,3,113
334,1,18.59,1,1,2,112
173,1,40.82,2,1,3,213
334,1,3.5,1,1,1,111
182,1,20.75,2,1,2,212
282,2,74.78,1,3,4,134
352,1,2.86,1,1,1,111
251,1,15.09,2,1,2,212
239,2,11.260000000000002,2,3,2,232
282,1,13.5,1,1,2,112
336,1,20.46,1,1,2,112
109,1,172.06,3,1,4,314
260,2,18.37,2,3,2,232
255,1,35.13,2,1,3,213
183,1,22.75,2,1,2,212
272,2,37.78,2,3,3,233
357,1,2.78,1,1,1,111
336,1,6.279999999999999,1,1,1,111
309,1,89.82,1,1,4,114
344,1,32.12,1,1,3,113
298,1,129.71,1,1,4,114
304,3,293.6,1,3,4,134
330,1,11.74,1,1,2,112
301,1,20.98,1,1,2,112
292,6,73.05,1,4,4,144
317,1,8.13,1,1,1,111
317,2,27.56,1,3,3,133
345,1,7.43,1,1,1,111
317,1,5.12,1,1,1,111
305,3,139.23000000000002,1,3,4,134
319,2,35.84,1,3,3,133
347,1,7.56,1,1,1,111
282,1,6.44,1,1,1,111
304,4,159.47,1,4,4,144
350,1,9.73,1,1,1,111
327,1,78.29,1,1,4,114
316,1,24.0,1,1,3,113
278,1,9.76,1,1,1,111
231,5,29.93,2,4,3,243
338,1,8.81,1,1,1,111
319,1,50.15,1,1,3,113
215,1,14.58,2,1,2,212
242,1,28.630000000000003,2,1,3,213
323,4,42.69,1,4,3,143
90,4,366.62,3,4,4,344
169,2,22.3,2,3,2,232
225,1,1.3,2,1,1,211
338,1,5.73,1,1,1,111
177,1,14.01,2,1,2,212
296,3,226.22,1,3,4,134
276,1,19.57,1,1,2,112
337,1,77.69999999999999,1,1,4,114
132,2,21.36,3,3,2,332
323,1,7.21,1,1,1,111
312,1,26.310000000000002,1,1,3,113
249,1,3.63,2,1,1,211
285,1,5.75,1,1,1,111
327,3,41.82,1,3,3,133
338,1,71.09,1,1,4,114
348,1,5.38,1,1,1,111
296,1,47.480000000000004,1,1,3,113
345,1,4.88,1,1,1,111
245,2,25.15,2,3,3,233
285,3,43.97,1,3,3,133
311,1,13.879999999999999,1,1,2,112
337,1,3.54,1,1,1,111
335,1,18.12,1,1,2,112
299,1,10.3,1,1,2,112
338,1,8.18,1,1,1,111
206,1,7.02,2,1,1,211
283,1,6.63,1,1,1,111
358,1,7.23,1,1,1,111
257,7,201.57,2,4,4,244
303,3,45.129999999999995,1,3,3,133
360,1,18.96,1,1,2,112
256,1,7.15,2,1,1,211
300,1,13.43,1,1,2,112
295,1,31.91,1,1,3,113
169,1,6.82,2,1,1,211
317,1,11.73,1,1,2,112
100,1,83.48,3,1,4,314
274,3,85.2,1,3,4,134
331,1,16.29,1,1,2,112
256,1,1.54,2,1,1,211
105,3,49.54,3,3,3,333
164,3,39.98,2,3,3,233
278,1,104.41,1,1,4,114
292,2,203.72,1,3,4,134
316,1,85.49000000000001,1,1,4,114
308,1,8.05,1,1,1,111
361,1,8.88,1,1,1,111
319,2,114.08,1,3,4,134
316,1,5.03,1,1,1,111
358,1,6.49,1,1,1,111
361,1,19.9,1,1,2,112
179,6,116.35,2,4,4,244
299,7,218.5,1,4,4,144
222,3,79.47,2,3,4,234
317,2,26.79,1,3,3,133
333,2,77.45,1,3,4,134
128,1,7.61,3,1,1,311
343,1,7.02,1,1,1,111
357,1,6.75,1,1,1,111
304,1,64.71,1,1,4,114
278,1,4.38,1,1,1,111
321,1,7.9,1,1,1,111
202,1,29.049999999999997,2,1,3,213
261,1,30.64,2,1,3,213
160,1,13.149999999999999,2,1,2,212
284,1,7.02,1,1,1,111
187,3,18.27,2,3,2,232
116,1,2.39,3,1,1,311
12,4,26.1,4,4,3,443
332,1,62.019999999999996,1,1,3,113
348,1,8.21,1,1,1,111
277,2,30.13,1,3,3,133
258,1,4.04,2,1,1,211
333,1,14.32,1,1,2,112
285,1,4.04,1,1,1,111
128,1,8.04,3,1,1,311
283,5,95.28999999999999,1,4,4,144
331,1,4.06,1,1,1,111
268,1,7.59,2,1,1,211
174,1,13.21,2,1,2,212
102,1,7.02,3,1,1,311
248,3,105.24000000000001,2,3,4,234
311,3,359.88,1,3,4,134
276,2,7.5,1,3,1,131
206,1,13.58,2,1,2,212
300,6,580.38,1,4,4,144
300,2,26.439999999999998,1,3,3,133
322,1,34.52,1,1,3,113
323,4,37.2,1,4,3,143
257,3,25.66,2,3,3,233
138,1,2.19,3,1,1,311
340,1,6.75,1,1,1,111
227,1,10.95,2,1,2,212
101,1,16.17,3,1,2,312
268,8,87.91,2,4,4,244
106,1,244.45,3,1,4,314
285,2,10.979999999999999,1,3,2,132
258,2,198.07999999999998,2,3,4,234
323,2,64.95,1,3,4,134
359,1,8.43,1,1,1,111
289,4,80.32000000000001,1,4,4,144
236,1,12.579999999999998,2,1,2,212
318,1,123.7,1,1,4,114
311,1,3.82,1,1,1,111
211,1,29.14,2,1,3,213
276,3,41.85,1,3,3,133
338,1,23.07,1,1,2,112
303,1,44.92,1,1,3,113
331,2,46.48,1,3,3,133
306,5,174.43,1,4,4,144
320,1,4.06,1,1,1,111
286,1,5.62,1,1,1,111
354,1,9.0,1,1,1,111
341,1,14.120000000000001,1,1,2,112
302,1,22.79,1,1,2,112
339,2,50.519999999999996,1,3,3,133
329,1,6.63,1,1,1,111
131,1,4.94,3,1,1,311
276,1,9.129999999999999,1,1,1,111
303,1,67.17999999999999,1,1,4,114
326,3,23.39,1,3,2,132
315,4,22.51,1,4,2,142
102,2,13.2,3,3,2,332
229,1,12.55,2,1,2,212
275,2,126.04999999999998,1,3,4,134
296,4,20.12,1,4,2,142
359,1,5.01,1,1,1,111
296,1,17.09,1,1,2,112
349,2,11.46,1,3,2,132
111,9,186.12,3,4,4,344
276,1,6.41,1,1,1,111
35,4,47.54,4,4,3,443
265,2,64.96,2,3,4,234
284,1,5.59,1,1,1,111
259,9,111.07000000000001,2,4,4,244
284,5,91.0,1,4,4,144
313,1,26.880000000000003,1,1,3,113
340,1,3.75,1,1,1,111
82,1,10.0,3,1,1,311
272,1,3.12,2,1,1,211
317,1,3.63,1,1,1,111
283,4,75.61,1,4,4,144
275,3,69.25,1,3,4,134
327,1,16.12,1,1,2,112
161,1,5.5,2,1,1,211
204,2,43.95,2,3,3,233
340,1,29.689999999999998,1,1,3,113
281,5,34.22,1,4,3,143
320,3,98.3,1,3,4,134
143,1,40.89,3,1,3,313
286,2,11.12,1,3,2,132
312,1,32.32,1,1,3,113
342,2,16.869999999999997,1,3,2,132
199,1,109.97999999999999,2,1,4,214
266,1,5.73,2,1,1,211
320,1,51.959999999999994,1,1,3,113
191,1,7.15,2,1,1,211
310,1,21.92,1,1,2,112
132,1,6.21,3,1,1,311
246,1,11.27,2,1,2,212
207,1,10.16,2,1,1,211
328,1,37.519999999999996,1,1,3,113
323,2,121.91999999999999,1,3,4,134
330,1,31.71,1,1,3,113
285,1,24.06,1,1,3,113
143,5,109.93,3,4,4,344
221,1,17.71,2,1,2,212
298,7,227.41,1,4,4,144
321,1,14.01,1,1,2,112
338,1,18.32,1,1,2,112
27,3,323.9,4,3,4,434
364,1,5.32,1,1,1,111
256,3,27.94,2,3,3,233
326,1,117.56,1,1,4,114
300,2,42.879999999999995,1,3,3,133
254,3,46.03,2,3,3,233
327,1,22.38,1,1,2,112
283,1,3.82,1,1,1,111
319,2,14.38,1,3,2,132
289,3,67.83,1,3,4,134
285,2,104.86,1,3,4,134
28,1,25.13,4,1,3,413
171,2,52.26,2,3,3,233
240,5,382.19,2,4,4,244
295,1,2.37,1,1,1,111
353,1,59.480000000000004,1,1,3,113
359,1,9.49,1,1,1,111
283,6,129.58,1,4,4,144
334,1,15.969999999999999,1,1,2,112
356,1,5.73,1,1,1,111
275,1,73.08,1,1,4,114
274,1,49.72,1,1,3,113
281,6,66.95,1,4,4,144
301,9,102.69,1,4,4,144
284,6,36.08,1,4,3,143
252,1,6.13,2,1,1,211
299,1,5.18,1,1,1,111
306,2,116.03,1,3,4,134
354,1,15.23,1,1,2,112
331,2,367.8,1,3,4,134
254,2,14.98,2,3,2,232
347,2,89.43,1,3,4,134
315,1,54.75,1,1,3,113
165,2,22.93,2,3,2,232
294,1,15.180000000000001,1,1,2,112
114,3,39.07,3,3,3,333
219,4,138.0,2,4,4,244
284,1,6.75,1,1,1,111
51,1,7.23,3,1,1,311
277,1,11.440000000000001,1,1,2,112
137,2,104.39999999999999,3,3,4,334
132,3,100.44,3,3,4,334
246,4,108.11,2,4,4,244
300,1,4.71,1,1,1,111
79,1,22.42,3,1,2,312
264,14,290.32,2,4,4,244
11,17,222.1,4,4,4,444
1,99,1429.91,4,4,4,444
84,1,17.97,3,1,2,312
9,5,174.82,4,4,4,444
235,2,19.0,2,3,2,232
86,2,3.61,3,3,1,331
3,96,1842.65,4,4,4,444
1,59,679.1899999999999,4,4,4,444
243,1,8.22,2,1,1,211
351,1,4.47,1,1,1,111
11,3,202.38,4,3,4,434
56,11,224.55,3,4,4,344
236,1,3.78,2,1,1,211
71,2,38.66,3,3,3,333
206,1,0.55,2,1,1,211
28,2,12.52,4,3,2,432
66,2,55.92,3,3,3,333
15,3,55.28,4,3,3,433
322,2,13.74,1,3,2,132
49,1,23.72,3,1,2,312
8,2,27.8,4,3,3,433
31,3,24.1,4,3,3,433
139,5,109.6,3,4,4,344
303,3,73.35,1,3,4,134
67,36,306.69,3,4,4,344
2,5,87.09,4,4,4,444
11,82,1399.33,4,4,4,444
29,9,268.15999999999997,4,4,4,444
127,7,55.4,3,4,3,343
299,1,6.8,1,1,1,111
131,3,38.3,3,3,3,333
2,6,166.97,4,4,4,444
155,2,17.009999999999998,2,3,2,232
